"CustomerId","AccountType","RegionCode","LoyaltyScore","MarketingOptIn","JoinDate"
15751491,"Basic","W1",37,0,"2024-10-12"
15706200,"Basic","N3",3,0,"2024-11-19"
15808674,"Premium","W1",92,0,"2023-10-18"
15641411,"Basic","N3",86,1,"2023-12-06"
15764661,"Plus","N1",19,1,"2023-03-17"
15689492,"Basic","N2",53,0,"2024-07-22"
15610271,"Plus","W1",46,0,"2024-06-23"
15791780,"Plus","S2",80,0,"2025-04-13"
15589147,"Basic","S2",56,0,"2024-05-19"
15756975,"Basic","S2",70,0,"2023-11-17"
15729582,"Basic","N2",31,0,"2024-10-23"
15742971,"Premium","N3",53,1,"2023-11-03"
15568046,"Plus","N3",34,0,"2023-12-13"
15694890,"Premium","S1",31,0,"2024-01-28"
15736963,"Basic","S2",60,0,"2023-07-18"
15646490,"Plus","S2",11,1,"2024-11-06"
15607314,"Plus","N3",100,0,"2023-07-01"
15576745,"Plus","S2",6,0,"2023-08-28"
15737832,"Basic","N3",7,1,"2023-03-07"
15681990,"Basic","W1",49,0,"2023-06-20"
15758050,"Plus","N3",96,0,"2024-10-06"
15787848,"Plus","N1",72,1,"2024-08-15"
15713594,"Plus","N1",60,0,"2023-06-14"
15588186,"Basic","N1",33,0,"2023-03-04"
15786739,"Basic","N1",47,0,"2023-12-21"
15699467,"Basic","N2",44,0,"2023-02-20"
15680706,"Basic","S1",79,0,"2024-08-06"
15645717,"Plus","S1",27,1,"2023-02-12"
15748597,"Plus","N3",94,0,"2025-04-14"
15773709,"Basic","S2",22,1,"2023-11-17"
15629787,"Basic","N1",47,1,"2023-11-14"
15661007,"Basic","S1",93,1,"2023-08-04"
15686812,"Basic","S1",48,0,"2023-07-10"
15754113,"Plus","N1",30,0,"2024-10-31"
15749489,"Premium","N2",2,1,"2024-05-04"
15574352,"Basic","N2",15,1,"2023-03-31"
15701281,"Plus","S1",47,1,"2024-02-26"
15811985,"Premium","N2",27,0,"2024-05-05"
15713505,"Plus","W1",71,0,"2024-09-07"
15685653,"Basic","N1",27,1,"2024-07-16"
15758831,"Premium","S1",85,1,"2023-09-11"
15618774,"Basic","N1",13,0,"2023-04-17"
15764448,"Basic","N2",55,0,"2023-10-21"
15611024,"Basic","N1",17,0,"2024-05-25"
15738220,"Basic","N2",75,0,"2023-08-24"
15805764,"Basic","N2",59,1,"2024-05-12"
15580487,"Basic","N1",10,0,"2025-04-14"
15675787,"Basic","N2",33,0,"2025-04-24"
15583580,"Plus","W1",78,1,"2023-12-22"
15780654,"Premium","N3",37,0,"2024-09-08"
15695034,"Basic","N1",8,1,"2025-02-05"
15805671,"Premium","N3",33,1,"2023-10-31"
15790658,"Premium","N1",7,1,"2024-06-15"
15578648,"Plus","N2",34,0,"2025-05-20"
15734987,"Basic","N2",71,0,"2024-05-06"
15721740,"Plus","S1",7,0,"2024-08-06"
15641822,"Premium","W1",41,0,"2023-04-27"
15765650,"Plus","S1",100,0,"2024-01-02"
15788556,"Basic","N3",55,0,"2024-10-03"
15576550,"Basic","N2",7,0,"2024-04-03"
15622230,"Plus","S1",84,0,"2023-04-30"
15653937,"Basic","N2",18,1,"2023-08-01"
15743538,"Basic","N1",43,1,"2025-01-10"
15591740,"Basic","S1",78,0,"2023-07-02"
15650086,"Plus","N3",40,1,"2024-10-07"
15718773,"Premium","S1",53,0,"2023-12-05"
15615140,"Basic","N2",14,1,"2024-04-22"
15644361,"Premium","S2",21,0,"2024-05-08"
15774536,"Basic","S2",57,0,"2023-08-19"
15618661,"Plus","W1",91,0,"2025-06-14"
15605020,"Plus","N2",46,0,"2023-12-30"
15685279,"Plus","N1",26,0,"2024-03-21"
15582849,"Premium","S1",91,0,"2024-04-28"
15655410,"Basic","S2",24,0,"2025-05-01"
15649129,"Premium","N1",5,0,"2023-09-03"
15702380,"Basic","N2",42,0,"2025-02-02"
15759067,"Plus","N1",92,0,"2023-08-13"
15683027,"Plus","N2",43,0,"2023-06-06"
15597487,"Plus","W1",32,0,"2024-09-22"
15763256,"Basic","S1",88,1,"2024-08-28"
15620111,"Premium","N1",6,0,"2025-01-09"
15623053,"Basic","S1",74,1,"2023-12-31"
15595592,"Basic","N1",67,0,"2023-07-05"
15740072,"Plus","N2",7,1,"2024-05-09"
15778005,"Basic","N2",29,0,"2025-04-25"
15583278,"Plus","N1",34,0,"2023-07-04"
15601263,"Basic","W1",7,0,"2024-01-22"
15709222,"Basic","N2",81,0,"2023-10-07"
15713949,"Plus","N3",77,0,"2025-01-11"
15717706,"Basic","N3",58,1,"2024-04-26"
15756071,"Basic","S1",85,1,"2023-09-22"
15696564,"Plus","N3",31,0,"2024-10-31"
15657637,"Basic","N3",73,1,"2023-12-18"
15755863,"Plus","W1",45,1,"2024-08-11"
15719858,"Basic","W1",47,0,"2023-03-23"
15688876,"Plus","S2",77,1,"2023-06-30"
15698528,"Plus","S2",81,0,"2023-12-08"
15770345,"Plus","W1",72,0,"2023-07-15"
15761506,"Basic","S2",73,0,"2023-03-01"
15716619,"Plus","W1",73,1,"2023-05-31"
15788367,"Plus","S2",40,0,"2023-03-02"
15709451,"Plus","N2",30,0,"2024-10-08"
15640421,"Basic","W1",62,0,"2024-03-03"
15580068,"Premium","S1",71,0,"2023-11-27"
15677123,"Plus","S1",17,0,"2023-02-08"
15619801,"Basic","W1",5,0,"2023-09-10"
15582246,"Basic","N3",81,0,"2025-06-08"
15711843,"Premium","S1",1,0,"2024-09-09"
15804131,"Basic","N3",80,0,"2023-08-21"
15722611,"Premium","S1",81,1,"2023-12-20"
15729224,"Plus","N1",94,1,"2023-06-19"
15811588,"Plus","N1",31,0,"2023-08-05"
15702138,"Basic","W1",35,0,"2023-12-14"
15749799,"Basic","S1",72,1,"2024-06-09"
15752885,"Premium","N2",30,0,"2024-02-15"
15674932,"Basic","N3",85,1,"2024-06-11"
15743828,"Plus","S1",15,0,"2024-12-31"
15642022,"Basic","W1",98,0,"2025-06-16"
15746461,"Basic","N3",56,0,"2024-11-11"
15809991,"Basic","S2",60,0,"2024-06-09"
15787322,"Basic","W1",27,0,"2023-08-31"
15575498,"Premium","S1",2,0,"2025-04-10"
15691387,"Basic","N2",74,1,"2023-01-08"
15666173,"Basic","W1",5,0,"2024-09-14"
15627377,"Basic","S1",91,0,"2024-07-05"
15656683,"Basic","N1",68,0,"2024-08-02"
15679810,"Premium","S1",13,0,"2024-09-26"
15606310,"Basic","N1",81,0,"2025-04-08"
15756871,"Basic","N1",85,0,"2023-06-15"
15610002,"Basic","W1",23,0,"2023-07-22"
15745452,"Premium","S1",97,0,"2024-10-01"
15617252,"Basic","S1",50,1,"2023-12-30"
15753248,"Basic","N1",79,1,"2023-06-01"
15610755,"Plus","N3",78,1,"2024-02-29"
15662238,"Plus","S2",73,1,"2024-10-19"
15799186,"Basic","N2",37,0,"2024-07-14"
15686941,"Basic","S1",30,1,"2024-04-13"
15601172,"Plus","S2",93,0,"2024-02-14"
15723858,"Basic","S2",23,0,"2024-05-29"
15615896,"Plus","N3",34,0,"2023-09-08"
15737647,"Plus","S2",64,1,"2023-03-18"
15582841,"Basic","S1",55,0,"2024-02-26"
15760090,"Basic","W1",71,0,"2025-01-01"
15588587,"Basic","W1",9,1,"2024-01-20"
15683157,"Plus","S2",4,0,"2025-05-09"
15694209,"Basic","S1",66,0,"2024-01-14"
15655875,"Basic","S1",91,0,"2023-08-16"
15805704,"Plus","N1",33,1,"2023-04-28"
15744789,"Premium","N3",32,1,"2023-09-24"
15799357,"Basic","N2",44,1,"2023-08-23"
15726153,"Premium","N1",37,0,"2023-06-17"
15713346,"Basic","N2",91,0,"2025-02-10"
15665053,"Basic","S1",92,0,"2024-12-05"
15592379,"Basic","W1",67,0,"2024-11-26"
15692599,"Basic","N1",60,0,"2024-06-05"
15620758,"Basic","S2",59,0,"2023-12-03"
15637428,"Basic","S2",36,1,"2023-11-23"
15808389,"Premium","N2",49,1,"2023-12-25"
15807003,"Plus","S1",51,0,"2024-03-23"
15702912,"Plus","W1",8,0,"2024-10-14"
15590623,"Basic","N2",50,0,"2024-06-17"
15728078,"Basic","W1",41,0,"2025-04-03"
15708256,"Basic","N3",38,0,"2025-06-08"
15582335,"Plus","W1",86,0,"2024-12-05"
15649150,"Premium","S2",78,1,"2024-08-26"
15691647,"Basic","N1",79,0,"2023-04-07"
15668270,"Basic","N1",55,0,"2024-10-14"
15624820,"Basic","N1",68,1,"2025-02-07"
15736254,"Basic","W1",18,1,"2024-07-03"
15720814,"Basic","S2",65,0,"2025-01-28"
15642997,"Plus","W1",64,1,"2023-09-13"
15693200,"Plus","S1",12,0,"2024-03-17"
15624596,"Basic","S2",41,1,"2024-02-13"
15807167,"Basic","S2",42,0,"2025-03-20"
15660301,"Premium","W1",60,0,"2023-03-26"
15618239,"Basic","W1",50,1,"2024-02-21"
15574137,"Basic","N1",81,0,"2024-07-02"
15614740,"Basic","S2",83,0,"2024-05-16"
15574071,"Basic","N1",36,1,"2024-11-27"
15671148,"Basic","S1",48,0,"2023-04-08"
15721921,"Plus","N3",71,0,"2025-04-09"
15717995,"Basic","N1",73,1,"2025-06-17"
15632050,"Basic","W1",8,1,"2024-06-25"
15647111,"Plus","N2",25,1,"2024-05-17"
15759991,"Basic","N3",7,1,"2024-03-26"
15790204,"Premium","S1",8,1,"2023-07-10"
15686780,"Premium","W1",88,1,"2025-04-29"
15640491,"Basic","N3",81,0,"2025-03-01"
15783225,"Plus","W1",76,0,"2023-07-20"
15734438,"Basic","N1",31,0,"2023-11-18"
15688760,"Premium","W1",12,0,"2024-12-01"
15768124,"Basic","S1",57,0,"2023-09-15"
15661330,"Premium","N2",66,1,"2023-06-04"
15781272,"Plus","N1",12,0,"2024-05-01"
15573888,"Basic","N1",27,1,"2025-04-10"
15575858,"Basic","S1",46,0,"2023-08-16"
15645937,"Premium","S1",7,0,"2024-05-31"
15702337,"Premium","N3",61,0,"2024-10-02"
15764537,"Basic","N2",58,1,"2024-05-25"
15585133,"Plus","W1",58,0,"2023-03-15"
15573971,"Basic","N3",13,0,"2023-12-31"
15579433,"Basic","W1",53,0,"2023-01-24"
15777045,"Basic","W1",100,0,"2025-04-06"
15614778,"Basic","W1",65,0,"2024-04-07"
15771750,"Plus","N3",49,0,"2024-04-25"
15593280,"Basic","N1",35,1,"2025-03-01"
15569274,"Plus","S1",94,0,"2024-12-18"
15654408,"Basic","N1",95,0,"2024-10-19"
15657468,"Basic","N2",17,1,"2023-03-30"
15614213,"Basic","N3",72,1,"2024-06-17"
15589869,"Basic","N2",67,1,"2023-10-27"
15693205,"Basic","S1",10,0,"2023-02-13"
15797113,"Basic","S1",34,1,"2023-02-06"
15676958,"Plus","S2",86,0,"2024-06-02"
15739592,"Basic","N2",4,0,"2024-04-18"
15656263,"Basic","N1",96,0,"2023-10-07"
15636872,"Basic","N2",29,0,"2024-04-05"
15589435,"Premium","N3",46,0,"2023-06-18"
15640464,"Premium","S1",75,1,"2023-03-11"
15723851,"Basic","S1",46,1,"2023-08-01"
15722122,"Basic","N2",77,1,"2024-08-05"
15696852,"Basic","N2",59,0,"2024-12-19"
15634936,"Premium","W1",61,1,"2023-03-13"
15575935,"Basic","N2",68,0,"2025-04-07"
15634491,"Basic","W1",66,0,"2023-06-29"
15628530,"Basic","N3",34,1,"2023-07-27"
15678720,"Basic","N3",86,1,"2023-06-26"
15627999,"Basic","N1",5,0,"2024-12-07"
15571244,"Plus","N2",9,0,"2023-10-28"
15739931,"Basic","N1",20,0,"2025-06-02"
15806256,"Plus","S2",21,1,"2025-01-20"
15787258,"Basic","N3",17,1,"2023-06-03"
15706463,"Basic","S1",12,0,"2023-06-03"
15691004,"Premium","W1",92,0,"2023-01-30"
15792228,"Basic","S2",82,0,"2023-01-27"
15733447,"Plus","S1",67,0,"2023-08-28"
15679062,"Basic","S2",5,0,"2025-01-24"
15594409,"Basic","N1",60,0,"2024-10-05"
15613816,"Premium","N1",53,1,"2024-11-21"
15681991,"Basic","W1",52,0,"2025-04-30"
15625941,"Premium","N3",78,0,"2023-04-08"
15615016,"Basic","W1",48,1,"2023-11-22"
15748414,"Premium","S1",90,0,"2023-08-25"
15751203,"Basic","S2",19,1,"2025-04-26"
15662658,"Basic","W1",17,0,"2023-05-18"
15574868,"Plus","N2",54,0,"2024-09-21"
15790282,"Premium","N2",68,0,"2024-09-09"
15762927,"Premium","N3",35,0,"2024-07-01"
15803456,"Plus","W1",88,1,"2023-02-15"
15771857,"Premium","S1",41,0,"2024-09-07"
15700601,"Basic","N2",13,1,"2024-01-25"
15569670,"Basic","N3",33,1,"2023-12-30"
15772341,"Basic","W1",15,0,"2023-12-26"
15661548,"Basic","N3",63,1,"2024-08-04"
15787597,"Basic","S1",15,0,"2023-07-26"
15804862,"Basic","N2",31,0,"2025-01-02"
15792986,"Basic","N2",28,1,"2024-08-23"
15625632,"Plus","N2",10,0,"2024-05-29"
15727703,"Basic","N1",57,1,"2025-03-20"
15606273,"Basic","N2",71,1,"2024-01-01"
15799652,"Basic","S2",33,1,"2024-03-13"
15715047,"Plus","N1",7,1,"2023-08-19"
15784687,"Plus","W1",5,0,"2024-02-27"
15615322,"Plus","N1",90,0,"2024-04-13"
15722072,"Basic","N1",80,0,"2024-09-21"
15646784,"Basic","N1",57,1,"2023-11-07"
15644692,"Basic","N3",72,0,"2024-01-30"
15670354,"Basic","S2",86,1,"2023-04-24"
15716357,"Basic","S1",98,1,"2023-07-21"
15786717,"Basic","N2",40,0,"2024-04-07"
15771383,"Basic","N1",28,0,"2024-06-25"
15649793,"Premium","S1",36,0,"2023-12-30"
15731543,"Premium","N3",56,1,"2023-09-04"
15684516,"Basic","S1",47,1,"2024-08-15"
15677249,"Basic","N1",71,0,"2023-09-03"
15581525,"Basic","W1",40,1,"2023-07-03"
15628420,"Basic","S2",59,0,"2024-02-17"
15600478,"Premium","S1",43,0,"2023-09-30"
15594502,"Basic","N1",92,0,"2024-06-28"
15784361,"Plus","N1",66,0,"2024-09-05"
15767626,"Basic","N2",9,0,"2023-10-04"
15632521,"Premium","W1",6,1,"2024-09-14"
15665088,"Basic","N2",65,1,"2024-05-13"
15652084,"Plus","W1",3,0,"2024-12-18"
15574761,"Basic","S2",74,1,"2025-02-16"
15729515,"Plus","N2",37,0,"2024-05-04"
15682070,"Basic","S2",87,1,"2023-08-03"
15743817,"Basic","N3",33,0,"2023-04-13"
15572158,"Premium","N3",9,0,"2025-03-17"
15584477,"Premium","W1",53,0,"2024-08-12"
15614893,"Premium","W1",77,1,"2023-06-24"
15665963,"Plus","N2",92,0,"2025-05-03"
15612524,"Plus","N3",51,0,"2023-02-21"
15596962,"Basic","S1",71,0,"2023-10-24"
15744942,"Basic","S1",26,0,"2023-06-24"
15573278,"Basic","S1",16,0,"2023-12-09"
19524793,"Plus","N3",40,0,"2024-12-11"
15795881,"Basic","S1",90,0,"2024-08-22"
15758939,"Basic","S2",51,0,"2023-06-20"
15792250,"Plus","N1",39,0,"2023-02-06"
15740406,"Plus","W1",55,0,"2024-09-26"
15768137,"Basic","N2",96,0,"2023-07-20"
15569120,"Basic","S2",36,0,"2023-03-05"
15777122,"Basic","S1",65,0,"2024-04-30"
15742681,"Basic","N1",85,0,"2024-03-30"
15582090,"Basic","N2",77,0,"2024-11-30"
15711254,"Plus","S2",90,0,"2024-12-27"
15775067,"Plus","N2",45,0,"2024-02-13"
15602851,"Plus","W1",9,0,"2025-06-05"
15802857,"Basic","N3",37,0,"2025-01-24"
15701175,"Plus","S1",87,0,"2023-05-30"
15783019,"Basic","S2",1,0,"2024-05-16"
15728912,"Basic","S2",66,0,"2024-09-27"
15585580,"Plus","N1",63,0,"2024-12-10"
155834800,"Basic","N1",43,0,"2024-07-01"
15620341,"Basic","N1",28,1,"2025-03-24"
15613886,"Premium","N2",100,0,"2023-10-05"
15792916,"Basic","S1",31,0,"2023-02-04"
15710408,"Plus","N2",69,0,"2024-09-16"
15649354,"Basic","S1",89,0,"2023-06-24"
15737556,"Plus","S2",8,0,"2023-02-02"
15671610,"Basic","N2",34,0,"2024-12-25"
15625092,"Basic","N2",49,1,"2024-12-15"
15741032,"Plus","N2",96,1,"2024-02-01"
15750014,"Basic","N3",58,0,"2023-09-11"
15784761,"Basic","W1",75,0,"2024-07-21"
15768359,"Basic","S1",47,0,"2023-11-19"
15805769,"Basic","S1",25,0,"2023-01-13"
15719508,"Basic","N2",3,0,"2023-02-19"
15609011,"Basic","N3",45,0,"2025-01-29"
15703106,"Premium","N2",52,0,"2023-08-21"
15626795,"Basic","S1",96,0,"2024-06-23"
15756196,"Basic","W1",99,0,"2024-09-07"
15687903,"Basic","W1",96,0,"2025-05-15"
15777599,"Basic","S2",34,1,"2023-04-06"
15754577,"Premium","N3",69,1,"2023-12-09"
15584113,"Basic","W1",92,1,"2025-05-05"
15669589,"Premium","N3",92,0,"2023-07-12"
15632793,"Basic","N2",8,0,"2024-05-25"
15711130,"Plus","S2",27,0,"2024-03-26"
15615254,"Basic","S1",80,0,"2023-05-05"
15720583,"Premium","W1",63,0,"2023-03-22"
15780432,"Plus","W1",82,0,"2023-01-07"
15673223,"Basic","N1",25,0,"2023-11-26"
15807989,"Basic","S1",58,0,"2023-03-24"
15761168,"Basic","W1",48,0,"2024-06-19"
1626746358,"Premium","W1",1,0,"2024-09-17"
15812832,"Basic","S1",8,0,"2024-06-10"
15680517,"Basic","S2",21,1,"2023-04-23"
15750569,"Plus","N3",98,0,"2024-03-15"
15690743,"Basic","S1",88,0,"2025-06-08"
15627741,"Premium","N3",90,0,"2025-05-03"
15712121,"Plus","S2",78,1,"2025-01-31"
15805429,"Plus","S2",29,0,"2024-10-18"
15814923,"Premium","N2",30,0,"2023-01-19"
15589230,"Basic","N1",3,0,"2023-01-09"
15775490,"Basic","S2",7,1,"2025-04-11"
15749727,"Basic","S2",100,0,"2023-07-04"
15619238,"Basic","N3",11,0,"2023-02-07"
15593468,"Plus","S2",32,0,"2024-12-23"
15789498,"Premium","S1",59,1,"2023-05-14"
15744691,"Basic","N2",12,0,"2023-04-12"
15790412,"Basic","N2",79,0,"2023-05-29"
15741416,"Premium","S1",38,0,"2023-04-03"
15598894,"Basic","W1",24,0,"2025-03-12"
15663294,"Basic","S2",65,0,"2023-05-20"
15572728,"Basic","N1",18,0,"2023-10-22"
15706729,"Premium","S2",46,1,"2025-05-13"
15674433,"Plus","N2",56,0,"2025-02-12"
15641170,"Plus","N1",63,0,"2024-08-15"
15806284,"Plus","W1",7,0,"2024-06-27"
15690958,"Basic","N3",66,0,"2023-07-07"
15606386,"Basic","N3",40,0,"2023-05-16"
15682322,"Plus","S2",54,0,"2023-06-15"
15579915,"Basic","S2",31,0,"2024-04-21"
15681928,"Plus","N1",97,0,"2023-05-27"
15734005,"Premium","N1",52,1,"2023-09-02"
15650432,"Plus","W1",94,1,"2023-07-02"
15592578,"Plus","S2",31,0,"2023-01-09"
15671243,"Plus","N2",34,0,"2024-03-11"
15775709,"Plus","N3",7,1,"2023-06-05"
15702631,"Basic","W1",89,0,"2025-04-09"
15602282,"Basic","N1",16,0,"2024-11-18"
15717879,"Basic","N2",22,0,"2023-04-24"
15740878,"Plus","S2",100,0,"2025-01-24"
15794468,"Basic","S1",53,1,"2023-06-16"
15773277,"Plus","N1",91,1,"2024-05-02"
15572657,"Basic","W1",17,0,"2024-03-12"
15800295,"Plus","S1",4,0,"2023-08-11"
15672397,"Basic","N2",61,0,"2023-07-10"
15684921,"Plus","N3",99,0,"2025-02-25"
15720676,"Basic","N2",86,0,"2025-03-11"
15731829,"Basic","N3",52,1,"2024-07-29"
15732672,"Basic","N2",35,0,"2025-03-04"
15692406,"Plus","N1",44,0,"2023-06-22"
15764405,"Basic","N1",15,0,"2023-09-14"
15757537,"Basic","W1",61,1,"2024-12-15"
15793307,"Premium","S1",44,0,"2024-03-25"
15660679,"Plus","N2",21,0,"2024-05-15"
15666856,"Premium","N2",77,0,"2023-03-18"
15687372,"Basic","S1",47,1,"2024-09-06"
15667289,"Basic","S2",75,0,"2023-08-14"
15624641,"Premium","W1",49,1,"2023-08-14"
15734610,"Basic","N2",53,0,"2025-01-08"
15631882,"Plus","W1",27,0,"2024-08-30"
15642709,"Basic","N2",31,1,"2023-03-17"
15811026,"Basic","N2",44,1,"2023-02-02"
15596303,"Basic","S2",32,0,"2024-08-16"
15787255,"Basic","N1",30,0,"2023-03-10"
15617166,"Basic","W1",18,1,"2025-04-30"
15742442,"Basic","S1",63,0,"2024-02-19"
15758692,"Premium","W1",16,0,"2024-12-31"
15568238,"Basic","S2",35,0,"2024-03-23"
15730353,"Plus","N3",62,0,"2023-12-28"
15731555,"Plus","N3",9,1,"2025-05-19"
15582404,"Plus","S2",62,0,"2024-01-05"
15721462,"Basic","S2",39,0,"2024-02-03"
15632899,"Plus","N1",51,0,"2025-03-24"
15808526,"Plus","W1",10,1,"2023-04-30"
15694349,"Plus","W1",52,1,"2023-02-17"
15718465,"Plus","N3",12,1,"2023-03-09"
15682995,"Premium","S1",72,0,"2023-12-05"
15584776,"Plus","W1",62,0,"2023-03-26"
15777772,"Basic","N2",3,1,"2025-06-12"
15576156,"Plus","N2",83,1,"2024-01-12"
15646756,"Basic","N1",11,1,"2024-01-20"
15742886,"Premium","N1",8,0,"2023-10-03"
15586135,"Basic","N3",90,0,"2025-02-06"
15616152,"Basic","S1",23,1,"2023-07-24"
15721460,"Plus","S1",10,0,"2025-01-14"
15727317,"Plus","S2",18,0,"2023-03-06"
15649536,"Basic","N1",76,0,"2025-04-08"
15754929,"Basic","W1",39,0,"2023-03-20"
15572051,"Premium","N2",26,1,"2024-06-09"
15668142,"Basic","W1",11,0,"2023-11-21"
15701176,"Premium","N2",10,1,"2024-01-13"
15708422,"Basic","N3",3,0,"2025-03-27"
15655632,"Plus","N2",62,1,"2024-11-11"
15744606,"Plus","W1",71,0,"2024-11-01"
15612140,"Basic","W1",61,1,"2024-09-19"
15656086,"Basic","S1",4,0,"2023-12-12"
15655298,"Basic","S1",61,0,"2024-12-04"
15644796,"Plus","N1",8,0,"2025-05-06"
15726250,"Basic","W1",13,1,"2024-03-10"
15631721,"Plus","N3",12,0,"2024-11-25"
15707479,"Basic","N2",35,0,"2025-06-03"
15579826,"Basic","N1",54,0,"2024-01-13"
15668104,"Basic","S2",51,0,"2025-01-12"
15641604,"Basic","S2",43,1,"2024-11-10"
15587240,"Plus","N2",100,0,"2023-01-15"
15680767,"Premium","N2",66,0,"2024-03-29"
15601594,"Plus","N2",15,0,"2023-07-12"
15589969,"Basic","S1",49,0,"2023-08-21"
15703728,"Premium","N2",34,0,"2023-09-20"
15617790,"Plus","S2",39,0,"2024-03-21"
15662500,"Premium","N2",26,0,"2023-02-23"
15778526,"Basic","W1",69,0,"2024-11-22"
15670584,"Basic","N3",48,1,"2023-01-04"
15748069,"Basic","S2",89,0,"2023-09-14"
15680597,"Plus","N3",51,0,"2023-12-27"
15628992,"Basic","S2",98,0,"2025-04-13"
15719624,"Basic","N1",4,0,"2023-08-28"
15812767,"Basic","W1",98,0,"2024-04-26"
15689201,"Plus","S2",27,0,"2024-11-05"
15614716,"Plus","W1",42,1,"2024-04-05"
15683618,"Basic","S2",56,1,"2025-04-28"
15799631,"Basic","N3",93,1,"2023-05-18"
15692259,"Plus","N3",69,0,"2024-03-26"
15590966,"Premium","S2",18,0,"2023-11-20"
15656426,"Plus","S2",61,1,"2024-04-17"
15675256,"Premium","S1",4,0,"2025-01-10"
15751185,"Plus","W1",1,0,"2024-09-05"
15789582,"Plus","W1",50,0,"2024-04-21"
15651103,"Basic","W1",84,0,"2023-07-12"
15672299,"Plus","W1",70,0,"2023-11-03"
15772250,"Plus","N1",20,1,"2024-06-25"
15763922,"Plus","N1",20,0,"2025-03-17"
15633870,"Basic","N2",46,0,"2025-01-28"
15624323,"Basic","S2",27,0,"2023-08-09"
15688612,"Basic","S2",26,0,"2023-06-21"
15694644,"Basic","S2",32,0,"2023-06-09"
15587174,"Basic","S2",10,0,"2023-06-21"
15579559,"Plus","W1",82,0,"2023-03-04"
15775430,"Basic","W1",12,0,"2024-07-26"
15623695,"Basic","N1",74,0,"2023-03-06"
15760849,"Basic","N3",88,0,"2023-06-18"
15813095,"Plus","S1",24,0,"2023-03-22"
15705281,"Basic","W1",51,0,"2025-01-28"
15812594,"Basic","W1",38,0,"2023-09-25"
15723105,"Plus","W1",46,0,"2024-01-15"
15588449,"Basic","N3",89,0,"2025-02-08"
15794849,"Premium","N3",8,0,"2023-03-14"
15620000,"Premium","N1",55,0,"2023-11-28"
15799720,"Basic","W1",78,1,"2023-07-07"
15711287,"Basic","S1",31,0,"2023-01-25"
15613102,"Plus","S2",88,0,"2023-08-16"
15621440,"Basic","W1",16,1,"2023-04-28"
15677146,"Basic","N1",20,0,"2024-03-20"
15801169,"Basic","N1",38,0,"2023-04-18"
15722425,"Premium","S1",15,0,"2023-08-30"
15682421,"Basic","N2",78,0,"2024-09-02"
15691910,"Plus","N1",76,0,"2024-06-17"
15721779,"Plus","N3",34,1,"2024-04-25"
15579548,"Basic","N3",72,0,"2024-05-17"
15681075,"Basic","S2",19,0,"2024-05-12"
15607884,"Premium","N1",69,0,"2023-02-25"
15767757,"Basic","S2",91,0,"2023-05-29"
15791550,"Plus","N1",63,0,"2023-11-07"
15658589,"Basic","S1",77,0,"2024-07-05"
15670822,"Basic","W1",32,0,"2024-10-23"
15629744,"Basic","N1",95,0,"2023-05-01"
15660768,"Basic","N2",37,0,"2025-02-10"
15726310,"Basic","N3",66,0,"2023-01-26"
15641298,"Plus","S1",7,1,"2023-04-22"
15625675,"Basic","W1",48,0,"2024-05-25"
15713354,"Basic","W1",11,0,"2025-05-30"
15633866,"Basic","N3",75,1,"2023-01-23"
15704231,"Plus","W1",87,1,"2024-11-11"
15735400,"Basic","S2",31,1,"2025-04-05"
15632826,"Plus","S1",44,0,"2023-09-21"
15751022,"Basic","N2",45,1,"2023-04-26"
15664737,"Basic","N3",72,0,"2024-04-24"
15681126,"Basic","N1",56,0,"2023-11-03"
15738954,"Plus","N1",32,1,"2023-08-19"
15662263,"Basic","N1",21,1,"2024-12-01"
15621611,"Basic","S1",31,0,"2024-05-06"
15783752,"Basic","N2",1,1,"2025-02-07"
15709474,"Plus","W1",77,0,"2023-04-30"
15671104,"Basic","N2",11,0,"2023-10-13"
15796434,"Basic","N2",93,0,"2025-02-23"
15781505,"Basic","N3",68,1,"2024-02-11"
15625819,"Basic","S1",36,0,"2023-12-24"
15753174,"Plus","N1",79,1,"2025-06-08"
15654067,"Plus","N3",59,0,"2023-06-01"
15724719,"Basic","W1",67,1,"2024-08-20"
15624695,"Basic","N2",56,0,"2023-11-21"
15718216,"Basic","N1",51,0,"2025-05-06"
15586300,"Basic","S1",29,1,"2025-04-18"
15783349,"Basic","S2",85,0,"2023-09-03"
15725767,"Plus","N2",2,0,"2025-04-05"
15791925,"Premium","N2",6,0,"2023-11-11"
15793585,"Premium","N2",31,0,"2025-03-15"
15576641,"Premium","N2",54,0,"2023-06-11"
15749519,"Plus","N1",88,0,"2024-09-03"
15684960,"Plus","S1",40,0,"2024-01-04"
15591286,"Basic","N3",17,1,"2023-07-04"
15668323,"Plus","N1",5,1,"2023-10-03"
15608528,"Basic","S1",2,1,"2024-06-12"
15645184,"Basic","N3",58,0,"2024-03-11"
15702566,"Plus","N2",12,1,"2023-09-17"
15660840,"Basic","S1",5,0,"2023-09-02"
15750811,"Basic","N2",60,1,"2025-03-28"
15733842,"Premium","S1",41,0,"2023-12-04"
15581526,"Basic","W1",20,0,"2023-02-19"
15662751,"Basic","S2",72,0,"2023-09-29"
15684319,"Premium","N2",1,0,"2023-08-23"
15702190,"Plus","N2",56,1,"2024-08-06"
15588517,"Basic","N2",70,1,"2025-04-08"
